strata,income,books,sportDays
M_area3,11196.0,14.0,70.0
M_area3,39377.0,10.0,126.0
M_area3,38058.0,17.0,5.0
F_area3,23754.0,18.0,62.0
F_area3,38985.0,11.0,76.0
F_area3,28157.0,12.0,27.0
F_area3,43459.0,24.0,18.0
F_area3,26609.0,1.0,23.0
F_area3,22971.0,3.0,34.0
F_area3,13330.0,3.0,61.0
F_area3,28946.0,10.0,53.0
F_area3,35649.0,0.0,106.0
F_area3,13265.0,13.0,51.0
F_area3,17941.0,2.0,85.0
F_area3,43686.0,22.0,132.0
F_area3,9785.0,9.0,34.0
F_area3,20009.0,14.0,46.0
F_area3,25335.0,3.0,83.0
F_area3,25132.0,8.0,18.0
F_area3,15379.0,11.0,41.0
F_area3,5390.0,2.0,33.0
F_area3,6160.0,25.0,42.0
F_area3,24815.0,23.0,48.0
F_area3,20094.0,16.0,27.0
F_area3,44059.0,13.0,61.0
F_area3,45412.0,24.0,104.0
F_area3,42729.0,20.0,1.0
F_area3,11940.0,18.0,46.0
F_area3,24222.0,17.0,0.0
F_area3,7568.0,20.0,15.0
F_area3,19813.0,10.0,23.0
F_area3,32710.0,20.0,92.0
F_area3,25953.0,7.0,101.0
F_area3,29331.0,3.0,91.0
F_area3,41814.0,1.0,70.0
F_area3,49487.0,0.0,6.0
F_area3,9072.0,2.0,17.0
F_area3,15147.0,3.0,29.0
F_area3,25498.0,14.0,79.0
F_area3,5195.0,2.0,70.0
F_area3,38634.0,13.0,53.0
F_area3,25634.0,3.0,129.0
F_area3,22752.0,14.0,15.0
F_area3,27645.0,16.0,73.0
F_area3,29661.0,2.0,21.0
F_area3,33629.0,22.0,45.0
F_area3,12219.0,2.0,86.0
F_area3,31920.0,13.0,109.0
F_area3,45460.0,1.0,54.0
F_area3,15597.0,23.0,110.0
F_area3,30836.0,5.0,51.0
F_area3,14711.0,16.0,21.0
F_area3,8218.0,5.0,89.0
F_area3,22579.0,18.0,108.0
F_area3,12922.0,11.0,69.0
F_area3,28478.0,11.0,42.0
F_area3,17044.0,3.0,23.0
F_area3,5999.0,10.0,16.0
F_area3,17478.0,20.0,59.0
F_area3,32613.0,9.0,67.0
F_area3,15651.0,11.0,95.0
F_area3,29694.0,18.0,22.0
F_area3,31693.0,18.0,74.0
F_area3,41213.0,17.0,125.0
F_area3,5115.0,7.0,85.0
F_area3,34086.0,19.0,96.0
F_area3,24801.0,17.0,71.0
F_area3,19364.0,1.0,71.0
F_area3,16704.0,15.0,33.0
F_area3,29397.0,7.0,64.0
F_area3,26819.0,9.0,42.0
F_area3,5580.0,6.0,30.0
F_area3,15058.0,6.0,16.0
F_area3,11824.0,7.0,67.0
F_area3,37580.0,2.0,21.0
F_area3,26550.0,23.0,66.0
F_area3,44505.0,23.0,133.0
F_area3,6826.0,24.0,82.0
F_area3,25231.0,14.0,149.0
F_area3,7664.0,15.0,81.0
F_area3,12814.0,24.0,103.0
F_area3,44671.0,24.0,18.0
F_area3,19649.0,22.0,112.0
F_area3,21829.0,16.0,26.0
F_area3,28063.0,12.0,105.0
F_area3,25722.0,2.0,5.0
F_area3,20602.0,23.0,25.0
F_area3,13588.0,3.0,96.0
F_area3,47246.0,15.0,93.0
F_area3,21489.0,5.0,96.0
F_area3,49849.0,10.0,23.0
F_area3,11124.0,17.0,15.0
F_area3,8554.0,3.0,65.0
F_area3,7760.0,0.0,87.0
F_area3,28962.0,23.0,34.0
F_area3,38279.0,11.0,55.0
F_area3,29329.0,2.0,63.0
F_area3,44741.0,14.0,134.0
F_area3,20240.0,19.0,20.0
F_area3,8860.0,8.0,73.0
F_area3,29954.0,23.0,83.0
F_area3,48610.0,13.0,57.0
F_area3,9067.0,9.0,8.0
F_area3,27293.0,24.0,149.0
F_area3,49095.0,5.0,16.0
F_area3,37359.0,19.0,95.0
F_area3,46281.0,18.0,61.0
F_area3,42129.0,24.0,85.0
F_area3,36554.0,7.0,61.0
F_area3,26614.0,16.0,51.0
F_area3,34298.0,20.0,84.0
F_area3,14680.0,14.0,37.0
F_area3,37042.0,3.0,74.0
F_area3,45546.0,5.0,21.0
F_area3,48800.0,24.0,17.0
F_area3,18801.0,1.0,13.0
F_area3,46875.0,24.0,57.0
F_area3,37034.0,4.0,5.0
F_area3,10549.0,14.0,68.0
F_area3,15652.0,4.0,131.0
F_area3,23661.0,4.0,97.0
F_area3,49648.0,12.0,9.0
F_area3,41691.0,23.0,10.0
F_area3,18755.0,5.0,35.0
F_area3,7216.0,19.0,70.0
F_area3,21665.0,22.0,46.0
F_area3,21353.0,22.0,101.0
F_area3,41752.0,17.0,16.0
F_area3,37699.0,1.0,77.0
M_area4,34300.0,11.0,33.0
M_area4,44049.0,20.0,146.0
M_area4,37589.0,20.0,86.0
M_area4,10842.0,4.0,41.0
M_area4,19815.0,5.0,60.0
M_area4,40964.0,17.0,26.0
M_area4,13320.0,14.0,103.0
M_area4,49661.0,25.0,14.0
M_area4,48273.0,10.0,97.0
M_area4,21493.0,19.0,78.0
M_area4,10936.0,15.0,11.0
M_area4,36751.0,18.0,40.0
M_area4,27902.0,6.0,122.0
M_area4,49285.0,19.0,24.0
M_area4,44098.0,11.0,16.0
M_area4,6908.0,17.0,42.0
M_area4,24836.0,25.0,74.0
M_area4,36956.0,22.0,25.0
M_area4,13715.0,2.0,64.0
M_area4,29659.0,6.0,10.0
M_area4,37168.0,2.0,99.0
M_area4,16202.0,11.0,150.0
M_area4,45963.0,0.0,61.0
M_area4,18939.0,21.0,56.0
M_area4,8757.0,19.0,10.0
M_area4,21268.0,19.0,69.0
M_area4,32980.0,4.0,96.0
M_area4,11592.0,24.0,88.0
M_area4,37155.0,12.0,25.0
M_area4,42072.0,5.0,4.0
M_area4,44985.0,12.0,133.0
M_area4,19433.0,24.0,6.0
M_area4,17735.0,22.0,1.0
M_area4,24572.0,5.0,67.0
M_area4,45653.0,18.0,25.0
M_area4,23483.0,2.0,2.0
M_area4,34279.0,2.0,134.0
M_area4,18910.0,14.0,81.0
M_area4,13104.0,20.0,55.0
M_area4,15377.0,9.0,85.0
M_area4,7201.0,22.0,35.0
M_area4,13681.0,17.0,9.0
M_area4,9300.0,5.0,58.0
M_area4,45385.0,12.0,31.0
M_area4,43666.0,12.0,22.0
M_area4,10303.0,20.0,116.0
M_area4,25012.0,1.0,9.0
M_area4,17270.0,18.0,47.0
M_area4,26523.0,5.0,58.0
M_area4,15804.0,19.0,85.0
M_area4,36137.0,24.0,70.0
M_area4,8188.0,2.0,47.0
M_area4,12609.0,6.0,83.0
M_area4,48069.0,10.0,16.0
M_area4,36080.0,5.0,77.0
F_area4,13429.0,25.0,98.0
F_area4,8443.0,13.0,124.0
F_area4,20400.0,20.0,84.0
F_area4,30415.0,20.0,67.0
F_area4,28289.0,13.0,16.0
F_area4,38624.0,2.0,17.0
F_area4,31828.0,2.0,138.0
F_area4,35983.0,23.0,68.0
F_area4,14037.0,2.0,38.0
F_area4,21444.0,20.0,139.0
F_area4,13857.0,12.0,36.0
F_area4,28831.0,6.0,41.0
F_area4,43389.0,25.0,15.0
F_area4,23102.0,1.0,89.0
F_area4,38774.0,23.0,74.0
F_area4,42208.0,18.0,25.0
F_area4,32934.0,4.0,33.0
F_area4,49046.0,7.0,7.0
F_area4,5591.0,23.0,116.0
F_area4,12536.0,11.0,57.0
F_area4,9742.0,1.0,10.0
F_area4,13289.0,2.0,18.0
F_area4,5201.0,25.0,36.0
F_area4,20422.0,23.0,2.0
F_area4,17637.0,14.0,58.0
F_area4,10996.0,24.0,89.0
F_area4,45850.0,20.0,4.0
F_area4,47155.0,22.0,26.0
F_area4,18775.0,15.0,72.0
F_area4,20881.0,20.0,82.0
F_area4,35295.0,21.0,3.0
F_area4,18625.0,0.0,30.0
F_area4,46792.0,22.0,9.0
F_area4,40883.0,5.0,5.0
F_area4,28094.0,13.0,5.0
F_area4,30187.0,23.0,77.0
F_area4,35591.0,6.0,31.0
F_area4,41755.0,9.0,107.0
F_area4,23225.0,4.0,77.0
F_area4,25025.0,22.0,16.0
